battery,temp_c,soc_label_v,current_a,pulse_index,v_pre_v,v_min_v,v_0p05_v,v_0p10_v,r0_ohm_pack,rdc_ohm_pack,r1_ohm_pack,soc_est
45089,20.0,30,20,2,29.49000,27.36000,28.05174,27.86600,0.076557,0.106500,0.029943,0.197500
45089,20.0,30,20,3,29.40000,27.38000,28.06733,27.88510,0.071189,0.101000,0.029811,0.172500
45089,20.0,30,10,1,29.62000,28.74000,29.03500,28.97872,0.061314,0.088000,0.026686,0.240000
45089,20.0,30,10,2,29.08000,28.73000,28.97830,28.95854,0.011158,0.035000,0.023842,0.089000
45089,20.0,30,10,3,29.29000,28.71000,28.97795,28.94813,0.032696,0.058000,0.025304,0.148333
45089,20.0,32,30,1,31.72000,26.64000,29.73639,28.03467,0.094482,0.169333,0.074851,0.645000
45089,20.0,32,30,2,31.00000,26.75000,28.80952,27.78778,0.090045,0.141667,0.051622,0.553333
45089,20.0,32,30,3,29.47000,26.87000,27.91596,27.70419,0.055331,0.086667,0.031336,0.191667
45089,20.0,32,20,1,30.72000,28.28000,29.28452,28.84298,0.082813,0.122000,0.039187,0.506667
45089,20.0,32,20,2,31.20000,28.27000,29.83022,28.89312,0.091916,0.146500,0.054584,0.585000
45089,20.0,32,20,3,29.29000,28.28000,28.82565,28.77833,0.024400,0.050500,0.026100,0.148333
45089,20.0,32,10,1,30.87000,29.62000,30.11194,29.88957,0.086925,0.125000,0.038075,0.531667
45089,20.0,32,10,2,30.05000,29.59000,29.86815,29.84508,0.019338,0.046000,0.026662,0.369000
45089,20.0,32,10,3,29.96000,29.56000,29.82959,29.81935,0.013553,0.040000,0.026447,0.345000
45089,20.0,35,30,1,30.38000,29.47000,30.33495,30.28991,0.002252,0.030333,0.028081,0.443333
45089,20.0,35,30,2,30.62000,29.69000,30.57413,30.52826,0.002294,0.031000,0.028706,0.490000
45089,20.0,35,30,3,30.83000,29.92000,30.78794,30.74589,0.002103,0.030333,0.028231,0.525000
45089,20.0,35,20,1,32.04000,31.46000,32.02148,32.00296,0.001389,0.029000,0.027611,0.684167
45089,20.0,35,20,2,32.05000,31.47000,32.03182,32.01364,0.001364,0.029000,0.027636,0.685714
45089,20.0,35,20,3,32.04000,31.46000,32.02182,32.00364,0.001364,0.029000,0.027636,0.684167
45089,20.0,35,10,1,33.13000,32.84000,33.12533,33.12065,0.000701,0.029000,0.028299,0.813750
45089,20.0,35,10,2,33.10000,32.81000,33.09083,33.08165,0.001376,0.029000,0.027624,0.810000
45089,20.0,35,10,3,33.07000,32.77000,33.06099,33.05198,0.001351,0.030000,0.028649,0.807000
45089,30.0,30,30,1,29.56000,26.47000,27.89625,27.23262,0.066519,0.103000,0.036481,0.220000
45089,30.0,30,30,2,29.33000,26.54000,27.69830,27.24143,0.062005,0.093000,0.030995,0.157000
45089,30.0,30,30,3,29.86000,26.65000,28.33541,27.48265,0.065032,0.107000,0.041968,0.317500
45089,30.0,30,20,1,29.76000,27.78000,28.48826,28.22705,0.070117,0.099000,0.028883,0.288333
45089,30.0,30,20,2,29.81000,27.80000,28.51840,28.23875,0.071571,0.100500,0.028929,0.302500
45089,30.0,30,20,3,29.85000,27.81000,28.68650,28.29483,0.067967,0.102000,0.034033,0.315000
45089,30.0,30,10,1,29.50000,28.81000,29.04905,29.02524,0.046286,0.069000,0.022714,0.200000
45089,30.0,30,10,2,29.51000,28.80000,29.04755,29.00913,0.048166,0.071000,0.022834,0.205000
45089,30.0,30,10,3,29.80000,28.79000,29.17500,29.00833,0.070833,0.101000,0.030167,0.300000
45089,30.0,32,30,1,31.95000,28.94000,30.49500,29.86694,0.058968,0.100333,0.041366,0.670000
45089,30.0,32,30,2,30.79000,28.85000,29.77617,29.65613,0.035795,0.064667,0.028872,0.518333
45089,30.0,32,30,3,30.96000,28.84000,29.97587,29.64600,0.038302,0.070667,0.032365,0.546667
45089,30.0,32,20,1,31.86000,29.76000,30.80355,30.32362,0.064821,0.105000,0.040179,0.658750
45089,30.0,32,20,2,31.60000,29.71000,30.47125,30.23687,0.062297,0.094500,0.032203,0.635714
45089,30.0,32,20,3,31.19000,29.66000,30.37033,30.12933,0.047008,0.076500,0.029492,0.583333
45089,30.0,32,10,1,31.48000,30.59000,30.88613,30.83774,0.061806,0.089000,0.027194,0.624000
45089,30.0,32,10,2,31.63000,30.56000,31.00903,30.81778,0.071659,0.107000,0.035341,0.637857
45089,30.0,32,10,3,31.14000,30.55000,30.81816,30.78917,0.033634,0.059000,0.025366,0.575000
45089,30.0,35,30,1,31.12000,30.26000,31.09248,31.06495,0.001376,0.028667,0.027291,0.571667
45089,30.0,35,30,2,31.14000,30.30000,31.11727,31.09455,0.001136,0.028000,0.026864,0.575000
45089,30.0,35,30,3,31.19000,30.36000,31.16748,31.14495,0.001126,0.027667,0.026541,0.583333
45089,30.0,35,20,1,32.05000,31.50000,32.03624,32.02248,0.001032,0.027500,0.026468,0.685714
45089,30.0,35,20,2,32.01000,31.47000,31.99636,31.98273,0.001023,0.027000,0.025977,0.679000
45089,30.0,35,20,3,31.97000,31.43000,31.95598,31.94196,0.001051,0.027000,0.025949,0.672500
45089,30.0,35,10,1,32.75000,32.47000,32.74099,32.73198,0.001351,0.028000,0.026649,0.769444
45089,30.0,35,10,2,32.73000,32.45000,32.72537,32.72074,0.000694,0.028000,0.027306,0.767222
45089,30.0,35,10,3,32.69000,32.41000,32.68541,32.68083,0.000688,0.028000,0.027312,0.762500
45089,40.0,30,30,1,29.10000,27.05000,27.94375,27.69672,0.042659,0.068333,0.025675,0.095000
45089,40.0,30,30,2,29.07000,27.05000,27.91234,27.67500,0.042544,0.067333,0.024789,0.087000
45089,40.0,30,30,3,29.65000,27.06000,28.61891,27.76702,0.048568,0.086333,0.037766,0.250000
45089,40.0,30,20,1,29.08000,27.89000,28.46525,28.29533,0.034986,0.059500,0.024514,0.089000
45089,40.0,30,20,2,29.57000,27.88000,28.69292,28.29745,0.053741,0.084500,0.030759,0.225000
45089,40.0,30,20,3,29.38000,27.86000,28.49957,28.24571,0.050368,0.076000,0.025632,0.167500
45089,40.0,30,10,1,29.21000,28.63000,28.90531,28.81234,0.035117,0.058000,0.022883,0.130000
45089,40.0,30,10,2,29.42000,28.62000,28.95125,28.80468,0.054203,0.080000,0.025797,0.177500
45089,40.0,30,10,3,29.07000,28.61000,28.80687,28.77889,0.027712,0.046000,0.018288,0.087000
45089,40.0,32,30,1,31.67000,28.93000,30.48148,29.78761,0.051182,0.091333,0.040151,0.640833
45089,40.0,32,30,2,31.36000,28.85000,30.21714,29.61298,0.048165,0.083667,0.035502,0.609286
45089,40.0,32,30,3,30.48000,28.81000,29.66852,29.43191,0.030993,0.055667,0.024674,0.464000
45089,40.0,32,20,1,30.75000,29.59000,30.06184,29.98867,0.036237,0.058000,0.021763,0.511667
45089,40.0,32,20,2,30.19000,29.55000,29.95809,29.92872,0.012330,0.032000,0.019670,0.402500
45089,40.0,32,20,3,30.91000,29.51000,30.06304,29.90733,0.046241,0.070000,0.023759,0.538333
45089,40.0,32,10,1,31.13000,30.27000,30.54444,30.48889,0.061333,0.086000,0.024667,0.573333
45089,40.0,32,10,2,30.59000,30.24000,30.44958,30.44000,0.014521,0.035000,0.020479,0.484000
45089,40.0,32,10,3,31.08000,30.22000,30.56387,30.41522,0.059046,0.086000,0.026954,0.565714
45089,40.0,35,30,1,32.85000,32.20000,32.83165,32.81330,0.000917,0.021667,0.020749,0.781250
45089,40.0,35,30,2,32.80000,32.15000,32.78165,32.76330,0.000917,0.021667,0.020749,0.776000
45089,40.0,35,30,3,32.78000,32.12000,32.76611,32.75222,0.000694,0.022000,0.021306,0.773571
45089,40.0,35,20,1,33.39000,32.96000,33.38091,33.37182,0.000682,0.021500,0.020818,0.843889
45089,40.0,35,20,2,33.34000,32.91000,33.33074,33.32148,0.000694,0.021500,0.020806,0.838333
45089,40.0,35,20,3,33.29000,32.85000,33.27598,33.26196,0.001051,0.022000,0.020949,0.832500
45089,40.0,35,10,1,33.84000,33.62000,33.84000,33.84000,0.000000,0.022000,0.022000,0.896250
45089,40.0,35,10,2,33.81000,33.59000,33.80541,33.80083,0.000688,0.022000,0.021312,0.893000
45089,40.0,35,10,3,33.78000,33.55000,33.77537,33.77074,0.000694,0.023000,0.022306,0.890000
45092,10.0,30,30,1,29.74000,22.91000,26.11875,24.66525,0.144933,0.227667,0.082733,0.282500
45092,10.0,30,30,2,28.05000,23.39000,25.49065,25.02290,0.093108,0.155333,0.062226,0.035227
45092,10.0,30,30,3,29.26000,23.78000,26.40510,25.39455,0.112006,0.182667,0.070661,0.142500
45092,10.0,30,20,1,30.52000,26.01000,28.29000,27.06917,0.142021,0.225500,0.083479,0.470000
45092,10.0,30,20,2,30.20000,26.11000,27.86574,27.12803,0.135156,0.204500,0.069344,0.405000
45092,10.0,30,20,3,30.14000,26.21000,27.78872,27.11143,0.134496,0.196500,0.062004,0.390000
45092,10.0,30,10,1,29.52000,28.17000,28.69524,28.57619,0.088429,0.135000,0.046571,0.207500
45092,10.0,30,10,2,30.41000,28.15000,29.17154,28.63229,0.150808,0.226000,0.075192,0.450000
45092,10.0,30,10,3,30.25000,28.13000,28.87258,28.58226,0.152258,0.212000,0.059742,0.416000
45092,10.0,32,30,1,31.99000,23.22000,28.15729,25.57233,0.170840,0.292333,0.121494,0.675000
45092,10.0,32,30,2,31.30000,23.61000,27.81532,25.79935,0.149755,0.256333,0.106578,0.600000
45092,10.0,32,30,3,28.79000,24.16000,26.35000,25.88629,0.089062,0.154333,0.065272,0.056818
45092,10.0,32,20,1,30.91000,26.45000,28.24391,27.59300,0.149577,0.223000,0.073423,0.538333
45092,10.0,32,20,2,31.25000,26.53000,28.54250,27.66794,0.157239,0.236000,0.078761,0.592857
45092,10.0,32,20,3,31.34000,26.61000,28.94937,27.79200,0.148466,0.236500,0.088034,0.606429
45092,10.0,32,10,1,30.74000,28.81000,29.50820,29.31148,0.133016,0.193000,0.059984,0.510000
45092,10.0,32,10,2,31.07000,28.78000,29.57350,29.29850,0.163400,0.229000,0.065600,0.564286
45092,10.0,32,10,3,28.14000,28.09000,28.12911,28.12000,0.001544,0.005000,0.003456,0.037273
45092,10.0,35,30,1,27.18000,25.45000,27.06318,26.94636,0.005841,0.057667,0.051826,0.020294
45092,10.0,35,30,2,27.78000,26.03000,27.67091,27.56182,0.005455,0.058333,0.052879,0.029828
45092,10.0,35,30,3,28.24000,26.59000,28.14455,28.04909,0.004773,0.055000,0.050227,0.039545
45092,10.0,35,20,1,29.95000,28.91000,29.89860,29.84720,0.003855,0.052000,0.048145,0.342500
45092,10.0,35,20,2,30.02000,29.03000,29.97045,29.92090,0.003716,0.049500,0.045784,0.360000
45092,10.0,35,20,3,30.08000,29.12000,30.03000,29.98000,0.003750,0.048000,0.044250,0.376000
45092,10.0,35,10,1,31.67000,31.22000,31.65165,31.63330,0.002752,0.045000,0.042248,0.640833
45092,10.0,35,10,2,31.65000,31.19000,31.62685,31.60370,0.003472,0.046000,0.042528,0.639286
45092,10.0,35,10,3,31.61000,31.15000,31.59165,31.57330,0.002752,0.046000,0.043248,0.636429
45092,20.0,30,30,1,29.98000,24.70000,27.39304,26.02459,0.109039,0.176000,0.066961,0.350000
45092,20.0,30,30,2,28.90000,24.92000,26.85968,26.11391,0.080440,0.132667,0.052227,0.062857
45092,20.0,30,30,3,29.91000,25.20000,27.71500,26.42391,0.094685,0.157000,0.062315,0.332500
45092,20.0,30,20,1,28.99000,26.93000,27.72553,27.56435,0.067253,0.103000,0.035747,0.071667
45092,20.0,30,20,2,28.63000,26.95000,27.82841,27.56489,0.046667,0.084000,0.037333,0.050385
45092,20.0,30,20,3,28.45000,27.01000,27.69348,27.59541,0.040278,0.072000,0.031722,0.045000
45092,20.0,30,10,1,30.11000,28.54000,29.18143,28.85152,0.109352,0.157000,0.047648,0.383333
45092,20.0,30,10,2,29.31000,28.53000,28.87222,28.80508,0.047135,0.078000,0.030865,0.152500
45092,20.0,30,10,3,30.12000,28.52000,29.14459,28.82826,0.113357,0.160000,0.046643,0.386000
45092,20.0,32,30,1,31.36000,25.85000,28.77750,27.29064,0.110864,0.183667,0.072802,0.609286
45092,20.0,32,30,2,30.69000,25.98000,28.27000,27.28855,0.097024,0.157000,0.059976,0.501667
45092,20.0,32,30,3,31.28000,26.18000,29.22524,27.67762,0.094286,0.170000,0.075714,0.597143
45092,20.0,32,20,1,30.20000,27.85000,28.72540,28.54286,0.078294,0.117500,0.039206,0.405000
45092,20.0,32,20,2,30.10000,27.88000,28.73869,28.55016,0.072779,0.111000,0.038221,0.380000
45092,20.0,32,20,3,30.12000,27.89000,28.73133,28.53274,0.074398,0.111500,0.037102,0.386000
45092,20.0,32,10,1,30.18000,29.43000,29.77792,29.72873,0.042668,0.075000,0.032332,0.400000
45092,20.0,32,10,2,29.96000,29.41000,29.73750,29.70625,0.023812,0.055000,0.031188,0.345000
45092,20.0,32,10,3,29.85000,29.38000,29.68809,29.65872,0.017660,0.047000,0.029340,0.315000
45092,20.0,35,30,1,28.53000,27.23000,28.45727,28.38455,0.003636,0.043333,0.039697,0.047353
45092,20.0,35,30,2,28.84000,27.51000,28.76857,28.69714,0.003571,0.044333,0.040762,0.059091
45092,20.0,35,30,3,29.11000,27.84000,29.04925,28.98850,0.003037,0.042333,0.039296,0.097500
45092,20.0,35,20,1,30.48000,29.72000,30.44818,30.41636,0.002386,0.038000,0.035614,0.464000
45092,20.0,35,20,2,30.51000,29.76000,30.47818,30.44636,0.002386,0.037500,0.035114,0.468571
45092,20.0,35,20,3,30.52000,29.80000,30.49273,30.46545,0.002045,0.036000,0.033955,0.470000
45092,20.0,35,10,1,31.82000,31.46000,31.80611,31.79222,0.002083,0.036000,0.033917,0.654000
45092,20.0,35,10,2,31.80000,31.44000,31.79083,31.78165,0.001376,0.036000,0.034624,0.652000
45092,20.0,35,10,3,31.77000,31.41000,31.75649,31.74297,0.002027,0.036000,0.033973,0.649167
45092,30.0,30,30,1,29.52000,25.48000,27.42476,26.54854,0.084445,0.134667,0.050222,0.207500
45092,30.0,30,30,2,29.95000,25.62000,28.07062,26.71175,0.085294,0.144333,0.059040,0.342500
45092,30.0,30,30,3,29.50000,25.80000,27.62255,26.76500,0.076874,0.123333,0.046459,0.200000
45092,30.0,30,20,1,30.02000,27.27000,28.68587,27.89511,0.086476,0.137500,0.051024,0.360000
45092,30.0,30,20,2,28.45000,27.30000,27.87362,27.81489,0.030287,0.057500,0.027213,0.045000
45092,30.0,30,20,3,29.46000,27.33000,28.12939,27.87754,0.072827,0.106500,0.033673,0.188333
45092,30.0,30,10,1,29.22000,28.62000,28.89750,28.85891,0.034179,0.060000,0.025821,0.132500
45092,30.0,30,10,2,29.91000,28.61000,29.06660,28.86719,0.094311,0.130000,0.035689,0.332500
45092,30.0,30,10,3,29.89000,28.60000,29.13603,28.86915,0.088741,0.129000,0.040259,0.325000
45092,30.0,32,30,1,30.17000,27.21000,28.48021,28.18250,0.061288,0.098667,0.037379,0.397500
45092,30.0,32,30,2,31.27000,27.24000,29.57348,28.31903,0.077458,0.134333,0.056875,0.595714
45092,30.0,32,30,3,30.19000,27.30000,28.58178,28.17851,0.060329,0.096333,0.036005,0.402500
45092,30.0,32,20,1,31.17000,28.59000,29.80553,29.16783,0.084166,0.129000,0.044834,0.580000
45092,30.0,32,20,2,31.12000,28.58000,29.84957,29.16957,0.080522,0.127000,0.046478,0.571667
45092,30.0,32,20,3,30.16000,28.57000,29.19000,29.07739,0.051315,0.079500,0.028185,0.395000
45092,30.0,32,10,1,30.89000,29.76000,30.10250,30.01803,0.082973,0.113000,0.030027,0.535000
45092,30.0,32,10,2,30.13000,29.73000,29.98844,29.97281,0.014937,0.040000,0.025062,0.388000
45092,30.0,32,10,3,30.09000,29.70000,29.94871,29.93258,0.014935,0.039000,0.024065,0.378000
45092,30.0,35,30,1,30.29000,29.25000,30.24327,30.19654,0.002336,0.034667,0.032330,0.425000
45092,30.0,35,30,2,30.41000,29.37000,30.36413,30.31826,0.002294,0.034667,0.032373,0.450000
45092,30.0,35,30,3,30.51000,29.51000,30.46872,30.42743,0.002064,0.033333,0.031269,0.468571
45092,30.0,35,20,1,31.58000,30.95000,31.55727,31.53455,0.001705,0.031500,0.029795,0.634000
45092,30.0,35,20,2,31.56000,30.95000,31.54165,31.52330,0.001376,0.030500,0.029124,0.632000
45092,30.0,35,20,3,31.55000,30.93000,31.53165,31.51330,0.001376,0.031000,0.029624,0.631000
45092,30.0,35,10,1,32.54000,32.24000,32.53537,32.53074,0.000694,0.030000,0.029306,0.745000
45092,30.0,35,10,2,32.50000,32.20000,32.49091,32.48182,0.001364,0.030000,0.028636,0.740556
45092,30.0,35,10,3,32.47000,32.16000,32.46091,32.45182,0.001364,0.031000,0.029636,0.736429
45092,40.0,30,30,1,29.08000,26.52000,27.67447,27.29410,0.053191,0.085333,0.032143,0.089000
45092,40.0,30,30,2,29.63000,26.55000,28.26480,27.39043,0.060079,0.102667,0.042587,0.245000
45092,40.0,30,30,3,29.25000,26.59000,27.89131,27.45689,0.052530,0.088667,0.036137,0.140000
45092,40.0,30,20,1,29.40000,27.65000,28.45645,28.14739,0.054904,0.087500,0.032596,0.172500
45092,40.0,30,20,2,28.50000,27.64000,28.14745,28.10870,0.018596,0.043000,0.024404,0.046471
45092,40.0,30,20,3,29.59000,27.62000,28.58226,28.19516,0.060065,0.098500,0.038435,0.230000
45092,40.0,30,10,1,29.03000,28.56000,28.79839,28.78226,0.023968,0.047000,0.023032,0.078333
45092,40.0,30,10,2,29.40000,28.54000,28.82556,28.77000,0.060222,0.086000,0.025778,0.172500
45092,40.0,30,10,3,28.85000,0.00000,28.76270,28.73229,0.010250,2.885000,2.874750,0.059545
45092,40.0,32,30,1,31.64000,28.66000,30.33681,29.53478,0.056807,0.099333,0.042527,0.638571
45092,40.0,32,30,2,30.34000,28.59000,29.46830,29.36660,0.030752,0.058333,0.027582,0.435000
45092,40.0,32,30,3,30.53000,28.55000,29.48000,29.30733,0.037878,0.066000,0.028122,0.472500
45092,40.0,32,20,1,30.28000,29.47000,29.95813,29.92896,0.016823,0.040500,0.023677,0.422500
45092,40.0,32,20,2,31.05000,29.43000,30.06500,29.89617,0.053471,0.081000,0.027529,0.561429
45092,40.0,32,20,3,30.67000,29.37000,29.88851,29.80710,0.041110,0.065000,0.023890,0.498333
45092,40.0,32,10,1,31.08000,30.23000,30.50783,30.45906,0.059656,0.085000,0.025344,0.565714
45092,40.0,32,10,2,31.16000,30.21000,30.59443,30.43681,0.064438,0.095000,0.030562,0.578333
45092,40.0,32,10,3,30.91000,30.18000,30.43652,30.39875,0.049236,0.073000,0.023764,0.538333
45092,40.0,35,30,1,32.47000,31.71000,32.44748,32.42495,0.001126,0.025333,0.024207,0.736429
45092,40.0,35,30,2,32.46000,31.70000,32.43727,32.41455,0.001136,0.025333,0.024197,0.735000
45092,40.0,35,30,3,32.44000,31.69000,32.42148,32.40296,0.000926,0.025000,0.024074,0.733000
45092,40.0,35,20,1,33.17000,32.70000,33.16091,33.15182,0.000682,0.023500,0.022818,0.818750
45092,40.0,35,20,2,33.13000,32.65000,33.11624,33.10248,0.001032,0.024000,0.022968,0.813750
45092,40.0,35,20,3,33.08000,32.60000,33.06611,33.05222,0.001042,0.024000,0.022958,0.808000
45092,40.0,35,10,1,33.74000,33.51000,33.73554,33.73107,0.000670,0.023000,0.022330,0.885000
45092,40.0,35,10,2,33.70000,33.46000,33.69541,33.69083,0.000688,0.024000,0.023312,0.880000
45092,40.0,35,10,3,33.66000,33.43000,33.66000,33.66000,0.000000,0.023000,0.023000,0.875000
45120,10.0,30,30,1,28.69000,20.25000,24.57710,22.78043,0.167041,0.281333,0.114292,0.052692
45120,10.0,30,30,2,29.83000,20.92000,26.04000,23.81125,0.163479,0.297000,0.133521,0.308333
45120,10.0,30,30,3,27.88000,21.66000,25.18469,24.07000,0.108422,0.207333,0.098911,0.031800
45120,10.0,30,20,1,28.96000,24.53000,26.54652,26.01041,0.134077,0.221500,0.087423,0.068000
45120,10.0,30,20,2,29.27000,24.76000,26.79383,26.16468,0.139537,0.225500,0.085963,0.145000
45120,10.0,30,20,3,28.76000,24.88000,26.66043,26.21646,0.116078,0.194000,0.077922,0.055455
45120,10.0,30,10,1,30.10000,27.34000,28.52833,28.05250,0.180958,0.276000,0.095042,0.380000
45120,10.0,30,10,2,30.26000,27.31000,28.84197,28.13170,0.177317,0.295000,0.117683,0.418000
45120,10.0,30,10,3,29.47000,27.27000,28.27067,27.94848,0.136043,0.220000,0.083957,0.191667
45120,10.0,32,30,1,31.07000,22.12000,26.86032,24.98708,0.171543,0.298333,0.126790,0.564286
45120,10.0,32,30,2,28.65000,22.61000,25.63672,25.05475,0.110142,0.201333,0.091191,0.051154
45120,10.0,32,30,3,27.99000,23.13000,25.80042,25.33578,0.080730,0.162000,0.081270,0.034000
45120,10.0,32,20,1,31.57000,25.77000,29.02886,27.44489,0.166656,0.290000,0.123344,0.633000
45120,10.0,32,20,2,29.39000,25.95000,27.83355,27.27000,0.091911,0.172000,0.080089,0.170000
45120,10.0,32,20,3,30.41000,25.99000,27.93298,27.34333,0.138592,0.221000,0.082408,0.450000
45120,10.0,32,10,1,30.32000,28.39000,29.30159,29.07143,0.113349,0.193000,0.079651,0.431000
45120,10.0,32,10,2,30.37000,28.36000,29.26870,29.00933,0.123099,0.201000,0.077901,0.441667
45120,10.0,32,10,3,29.81000,28.34000,29.19710,28.94636,0.073827,0.147000,0.073173,0.302500
45120,10.0,35,30,1,26.76000,24.57000,26.61909,26.47818,0.007045,0.073000,0.065955,0.015349
45120,10.0,35,30,2,27.34000,25.15000,27.20364,27.06727,0.006818,0.073000,0.066182,0.022647
45120,10.0,35,30,3,27.81000,25.77000,27.69393,27.57786,0.005804,0.068000,0.062196,0.030400
45120,10.0,35,20,1,29.58000,28.28000,29.51056,29.44111,0.005208,0.065000,0.059792,0.227500
45120,10.0,35,20,2,29.66000,28.41000,29.59243,29.52486,0.005068,0.062500,0.057432,0.255000
45120,10.0,35,20,3,29.66000,28.46000,29.60091,29.54182,0.004432,0.060000,0.055568,0.255000
45120,10.0,35,10,1,31.31000,30.69000,31.27262,31.23523,0.005607,0.062000,0.056393,0.601667
45120,10.0,35,10,2,31.26000,30.66000,31.22296,31.18593,0.005556,0.060000,0.054444,0.594286
45120,10.0,35,10,3,31.21000,30.61000,31.17296,31.13593,0.005556,0.060000,0.054444,0.586667
45120,20.0,30,30,1,28.06000,23.53000,25.62130,25.08617,0.090209,0.151000,0.060791,0.035455
45120,20.0,30,30,2,30.19000,23.76000,27.81844,26.02937,0.108870,0.214333,0.105464,0.402500
45120,20.0,30,30,3,28.22000,24.07000,26.11656,25.72594,0.076625,0.138333,0.061708,0.039091
45120,20.0,30,20,1,29.93000,26.15000,27.99681,27.19111,0.116802,0.189000,0.072198,0.337500
45120,20.0,30,20,2,28.12000,26.17000,27.25304,27.09362,0.047333,0.097500,0.050167,0.036818
45120,20.0,30,20,3,28.27000,26.24000,27.32774,27.17452,0.050944,0.101500,0.050556,0.040263
45120,20.0,30,10,1,29.00000,28.07000,28.56510,28.48750,0.047370,0.093000,0.045630,0.073333
45120,20.0,30,10,2,29.79000,28.06000,28.86937,28.51739,0.109662,0.173000,0.063338,0.296667
45120,20.0,30,10,3,29.28000,28.02000,28.68476,28.46565,0.070479,0.126000,0.055521,0.146667
45120,20.0,32,30,1,31.40000,23.67000,28.34362,25.99128,0.141085,0.257667,0.116582,0.615000
45120,20.0,32,30,2,30.04000,24.02000,26.97426,25.98400,0.118696,0.200667,0.081971,0.367000
45120,20.0,32,30,3,29.04000,24.48000,26.71065,26.21871,0.085844,0.152000,0.066156,0.080000
45120,20.0,32,20,1,31.09000,26.65000,29.06638,27.83951,0.131853,0.222000,0.090147,0.567143
45120,20.0,32,20,2,29.78000,26.75000,28.07957,27.72468,0.093894,0.151500,0.057606,0.293750
45120,20.0,32,20,3,28.73000,26.83000,27.86720,27.71455,0.046956,0.095000,0.048044,0.054231
45120,20.0,32,10,1,29.78000,28.76000,29.27653,29.17533,0.055407,0.102000,0.046593,0.293750
45120,20.0,32,10,2,29.92000,28.75000,29.27979,29.16417,0.069802,0.117000,0.047198,0.335000
45120,20.0,32,10,3,29.62000,28.73000,29.22459,29.13443,0.044049,0.089000,0.044951,0.240000
45120,20.0,35,30,1,28.52000,26.82000,28.41252,28.30505,0.005374,0.056667,0.051293,0.047059
45120,20.0,35,30,2,29.02000,27.25000,28.92000,28.82000,0.005000,0.059000,0.054000,0.076667
45120,20.0,35,30,3,29.38000,27.73000,29.29509,29.21019,0.004245,0.055000,0.050755,0.167500
45120,20.0,35,20,1,30.88000,29.90000,30.83000,30.78000,0.003750,0.049000,0.045250,0.533333
45120,20.0,35,20,2,30.93000,29.97000,30.88370,30.83741,0.003472,0.048000,0.044528,0.541667
45120,20.0,35,20,3,30.96000,30.04000,30.91909,30.87818,0.003068,0.046000,0.042932,0.546667
45120,20.0,35,10,1,32.37000,31.93000,32.35148,32.33296,0.002778,0.044000,0.041222,0.725000
45120,20.0,35,10,2,32.34000,31.91000,32.31664,32.29327,0.003505,0.043000,0.039495,0.722000
45120,20.0,35,10,3,32.31000,31.87000,32.28685,32.26370,0.003472,0.044000,0.040528,0.718750
45120,30.0,30,30,1,29.86000,24.25000,27.59085,25.95613,0.102884,0.187000,0.084116,0.317500
45120,30.0,30,30,2,29.50000,24.39000,27.31452,26.15391,0.092193,0.170333,0.078140,0.200000
45120,30.0,30,30,3,28.27000,24.61000,26.76206,26.18089,0.059951,0.122000,0.062049,0.040263
45120,30.0,30,20,1,28.93000,26.47000,27.79290,27.40681,0.066507,0.123000,0.056493,0.065000
45120,30.0,30,20,2,29.55000,26.47000,27.99489,27.46667,0.090961,0.154000,0.063039,0.217500
45120,30.0,30,20,3,29.36000,26.48000,27.88313,27.47130,0.084139,0.144000,0.059861,0.163000
45120,30.0,30,10,1,29.47000,28.13000,28.67833,28.54600,0.085783,0.134000,0.048217,0.191667
45120,30.0,30,10,2,29.50000,28.09000,28.77778,28.51915,0.085154,0.141000,0.055846,0.200000
45120,30.0,30,10,3,29.37000,28.07000,28.70871,28.49340,0.076894,0.130000,0.053106,0.165000
45120,30.0,32,30,1,30.47000,26.59000,28.42043,27.88298,0.077276,0.129333,0.052057,0.462000
45120,30.0,32,30,2,31.59000,26.67000,29.82937,28.32143,0.083820,0.164000,0.080180,0.635000
45120,30.0,32,30,3,29.80000,26.76000,28.17200,27.90984,0.058636,0.101333,0.042697,0.300000
45120,30.0,32,20,1,30.68000,28.28000,29.24979,28.98323,0.078175,0.120000,0.041825,0.500000
45120,30.0,32,20,2,30.99000,28.27000,29.43804,28.97111,0.089271,0.136000,0.046729,0.551667
45120,30.0,32,20,3,31.06000,28.25000,29.51952,29.01145,0.089726,0.140500,0.050774,0.562857
45120,30.0,32,10,1,31.13000,29.65000,30.18551,29.96600,0.105424,0.148000,0.042576,0.573333
45120,30.0,32,10,2,30.88000,29.62000,30.03646,29.91708,0.090323,0.126000,0.035677,0.533333
45120,30.0,32,10,3,30.83000,29.59000,30.01361,29.90705,0.086967,0.124000,0.037033,0.525000
45120,30.0,35,30,1,29.47000,28.01000,29.39925,29.32849,0.003538,0.048667,0.045129,0.191667
45120,30.0,35,30,2,29.65000,28.21000,29.58519,29.52037,0.003241,0.048000,0.044759,0.250000
45120,30.0,35,30,3,29.84000,28.49000,29.78595,29.73189,0.002703,0.045000,0.042297,0.311667
45120,30.0,35,20,1,31.03000,30.23000,31.00273,30.97545,0.002045,0.040000,0.037955,0.558333
45120,30.0,35,20,2,31.03000,30.25000,31.00297,30.97595,0.002027,0.039000,0.036973,0.558333
