battery,temp_c,soc_label_v,current_a,pulse_index,v_pre_v,v_min_v,v_0p05_v,v_0p10_v,r0_ohm_pack,rdc_ohm_pack,r1_ohm_pack,soc_est
45120,30.0,35,20,3,31.02000,30.25000,30.99642,30.97283,0.001769,0.038500,0.036731,0.556667
45120,30.0,35,10,1,32.17000,31.81000,32.16099,32.15198,0.001351,0.036000,0.034649,0.701429
45120,30.0,35,10,2,32.13000,31.76000,32.11558,32.10115,0.002163,0.037000,0.034837,0.696250
45120,30.0,35,10,3,32.09000,31.74000,32.08083,32.07165,0.001376,0.035000,0.033624,0.691250
45120,40.0,30,30,1,29.51000,25.11000,27.82939,26.65319,0.075624,0.146667,0.071043,0.205000
45120,40.0,30,30,2,27.87000,25.05000,26.71087,26.50087,0.042138,0.094000,0.051862,0.031600
45120,40.0,30,30,3,27.91000,25.09000,26.76348,26.57979,0.041279,0.094000,0.052721,0.032400
45120,40.0,30,20,1,29.40000,26.65000,28.25191,27.61149,0.073415,0.137500,0.064085,0.172500
45120,40.0,30,20,2,29.37000,26.61000,28.24806,27.69968,0.069806,0.138000,0.068194,0.165000
45120,40.0,30,20,3,28.27000,26.59000,27.72968,27.55149,0.031471,0.084000,0.052529,0.040263
45120,40.0,30,10,1,28.70000,28.06000,28.50787,28.45783,0.021715,0.064000,0.042285,0.053077
45120,40.0,30,10,2,28.41000,27.70000,28.45804,28.42891,-0.003347,0.071000,0.074347,0.043947
45120,40.0,30,10,3,28.88000,27.63000,28.49574,28.44667,0.040879,0.125000,0.084121,0.061429
45120,40.0,32,30,1,31.67000,28.40000,30.20125,29.48023,0.060975,0.109000,0.048025,0.640833
45120,40.0,32,30,2,30.67000,28.40000,29.53710,29.37581,0.040452,0.075667,0.035215,0.498333
45120,40.0,32,30,3,31.70000,28.38000,30.32903,29.49872,0.059537,0.110667,0.051129,0.643333
45120,40.0,32,20,1,31.05000,29.48000,30.17531,30.06696,0.046443,0.078500,0.032057,0.561429
45120,40.0,32,20,2,31.60000,29.43000,30.50323,30.05826,0.065963,0.108500,0.042537,0.635714
45120,40.0,32,20,3,31.33000,29.38000,30.18042,29.95750,0.063052,0.097500,0.034448,0.605000
45120,40.0,32,10,1,30.93000,30.38000,30.67867,30.65830,0.026152,0.055000,0.028848,0.541667
45120,40.0,32,10,2,30.96000,30.35000,30.64804,30.62000,0.032598,0.061000,0.028402,0.546667
45120,40.0,32,10,3,31.03000,30.32000,30.61870,30.58872,0.042629,0.071000,0.028371,0.558333
45120,40.0,35,30,1,31.84000,30.86000,31.80330,31.76661,0.001835,0.032667,0.030832,0.656250
45120,40.0,35,30,2,31.86000,30.88000,31.82262,31.78523,0.001869,0.032667,0.030798,0.658750
45120,40.0,35,30,3,31.91000,30.96000,31.87729,31.84458,0.001636,0.031667,0.030031,0.664000
45120,40.0,35,20,1,32.78000,32.20000,32.76182,32.74364,0.001364,0.029000,0.027636,0.773571
45120,40.0,35,20,2,32.75000,32.18000,32.73182,32.71364,0.001364,0.028500,0.027136,0.769444
45120,40.0,35,20,3,32.72000,32.14000,32.70148,32.68296,0.001389,0.029000,0.027611,0.766111
45120,40.0,35,10,1,33.51000,33.24000,33.50537,33.50074,0.000694,0.027000,0.026306,0.857500
45120,40.0,35,10,2,33.49000,33.21000,33.48074,33.47148,0.001389,0.028000,0.026611,0.855000
45120,40.0,35,10,3,33.45000,33.18000,33.44545,33.44091,0.000682,0.027000,0.026318,0.850556
45128,10.0,30,30,1,30.48000,21.76000,26.62283,23.86255,0.174577,0.290667,0.116090,0.464000
45128,10.0,30,30,2,30.37000,22.42000,26.92609,24.58125,0.153878,0.265000,0.111122,0.441667
45128,10.0,30,30,3,27.13000,23.01000,25.02667,24.64435,0.076483,0.137333,0.060850,0.019651
45128,10.0,30,20,1,30.39000,25.46000,27.92571,26.63533,0.155474,0.246500,0.091026,0.445000
45128,10.0,30,20,2,28.43000,25.59000,26.78340,26.53016,0.088661,0.142000,0.053339,0.044474
45128,10.0,30,20,3,28.06000,25.74000,26.81839,26.62484,0.066919,0.116000,0.049081,0.035455
45128,10.0,30,10,1,28.98000,27.83000,28.37435,28.24489,0.067038,0.115000,0.047962,0.070000
45128,10.0,30,10,2,30.23000,27.81000,28.85097,28.31348,0.164778,0.242000,0.077222,0.412000
45128,10.0,30,10,3,30.32000,27.80000,28.77733,28.30261,0.178003,0.252000,0.073997,0.431000
45128,10.0,32,30,1,31.02000,23.33000,27.02787,25.49677,0.158589,0.256333,0.097744,0.556667
45128,10.0,32,30,2,30.86000,23.81000,27.27333,26.10667,0.139000,0.235000,0.096000,0.530000
45128,10.0,32,30,3,29.42000,24.38000,27.08129,26.24511,0.091893,0.168000,0.076107,0.177500
45128,10.0,32,20,1,30.43000,26.71000,28.25190,27.87095,0.118429,0.186000,0.067571,0.453333
45128,10.0,32,20,2,30.40000,26.79000,28.22833,27.86723,0.117611,0.180500,0.062889,0.447500
45128,10.0,32,20,3,31.49000,26.87000,28.92822,28.00820,0.151090,0.231000,0.079910,0.625000
45128,10.0,32,10,1,31.50000,29.05000,29.91917,29.57143,0.175470,0.245000,0.069530,0.626000
45128,10.0,32,10,2,29.92000,29.03000,29.55319,29.47562,0.040559,0.089000,0.048441,0.335000
45128,10.0,32,10,3,30.51000,29.00000,29.62578,29.47143,0.096140,0.151000,0.054860,0.468571
45128,10.0,35,30,1,27.34000,25.58000,27.21963,27.09926,0.006019,0.058667,0.052648,0.022647
45128,10.0,35,30,2,27.89000,26.14000,27.78450,27.67899,0.005275,0.058333,0.053058,0.032000
45128,10.0,35,30,3,28.32000,26.65000,28.22826,28.13651,0.004587,0.055667,0.051080,0.041579
45128,10.0,35,20,1,30.00000,28.97000,29.94907,29.89815,0.003819,0.051500,0.047681,0.356667
45128,10.0,35,20,2,30.04000,29.05000,29.99370,29.94741,0.003472,0.049500,0.046028,0.367000
45128,10.0,35,20,3,30.10000,29.13000,30.04954,29.99908,0.003784,0.048500,0.044716,0.380000
45128,10.0,35,10,1,31.68000,31.22000,31.65768,31.63536,0.003348,0.046000,0.042652,0.641667
45128,10.0,35,10,2,31.64000,31.18000,31.62198,31.60396,0.002703,0.046000,0.043297,0.638571
45128,10.0,35,10,3,31.61000,31.15000,31.58768,31.56536,0.003348,0.046000,0.042652,0.636429
45128,20.0,30,30,1,28.21000,24.28000,25.96000,25.49043,0.082826,0.131000,0.048174,0.038864
45128,20.0,30,30,2,29.22000,24.55000,26.66170,25.80809,0.099504,0.155667,0.056163,0.132500
45128,20.0,30,30,3,29.06000,24.85000,26.68213,26.04180,0.089935,0.140333,0.050399,0.085000
45128,20.0,30,20,1,29.80000,26.68000,27.87667,27.39032,0.108325,0.156000,0.047675,0.300000
45128,20.0,30,20,2,30.15000,26.72000,28.39774,27.59129,0.107774,0.171500,0.063726,0.392500
45128,20.0,30,20,3,30.09000,26.77000,28.34397,27.55854,0.106937,0.166000,0.059063,0.378000
45128,20.0,30,10,1,30.12000,28.39000,29.02417,28.73234,0.124175,0.173000,0.048825,0.386000
45128,20.0,30,10,2,29.95000,28.38000,28.89130,28.69625,0.115622,0.157000,0.041378,0.342500
45128,20.0,30,10,3,29.80000,28.36000,28.81238,28.68540,0.105111,0.144000,0.038889,0.300000
45128,20.0,32,30,1,30.73000,24.29000,27.37553,26.12500,0.132658,0.214667,0.082009,0.508333
45128,20.0,32,30,2,30.22000,24.59000,27.24617,26.28934,0.115075,0.187667,0.072592,0.410000
45128,20.0,32,30,3,28.55000,25.03000,26.76913,26.45687,0.064567,0.117333,0.052767,0.047941
45128,20.0,32,20,1,31.21000,27.12000,28.97000,28.09031,0.133992,0.204500,0.070508,0.586667
45128,20.0,32,20,2,30.00000,27.22000,28.30065,28.06677,0.090815,0.139000,0.048185,0.356667
45128,20.0,32,20,3,29.27000,27.31000,28.21615,28.07769,0.056154,0.098000,0.041846,0.145000
45128,20.0,32,10,1,31.14000,29.16000,29.82667,29.55048,0.145143,0.198000,0.052857,0.575000
45128,20.0,32,10,2,31.17000,29.13000,29.87687,29.52348,0.146982,0.204000,0.057018,0.580000
45128,20.0,32,10,3,30.24000,29.11000,29.56083,29.45617,0.073150,0.113000,0.039850,0.414000
45128,20.0,35,30,1,29.32000,28.02000,29.24130,29.16259,0.003935,0.043333,0.039398,0.155000
45128,20.0,35,30,2,29.71000,28.37000,29.63727,29.56455,0.003636,0.044667,0.041030,0.270000
45128,20.0,35,30,3,30.01000,28.72000,29.94636,29.88273,0.003182,0.043000,0.039818,0.358333
45128,20.0,35,20,1,31.42000,30.64000,31.38729,31.35458,0.002453,0.039000,0.036547,0.617500
45128,20.0,35,20,2,31.46000,30.70000,31.42396,31.38793,0.002703,0.038000,0.035297,0.622000
45128,20.0,35,20,3,31.46000,30.73000,31.43248,31.40495,0.002064,0.036500,0.034436,0.622000
45128,20.0,35,10,1,32.77000,32.42000,32.75636,32.74273,0.002045,0.035000,0.032955,0.772143
45128,20.0,35,10,2,32.74000,32.39000,32.72598,32.71196,0.002103,0.035000,0.032897,0.768333
45128,20.0,35,10,3,32.71000,32.36000,32.69611,32.68222,0.002083,0.035000,0.032917,0.765000
45128,30.0,30,30,1,28.71000,25.50000,26.85340,26.44756,0.068651,0.107000,0.038349,0.053462
45128,30.0,30,30,2,29.85000,25.65000,27.98255,26.70348,0.083566,0.140000,0.056434,0.315000
45128,30.0,30,30,3,28.89000,25.82000,27.13290,26.77806,0.064484,0.102333,0.037849,0.062143
45128,30.0,30,20,1,29.86000,27.25000,28.41000,27.86783,0.086054,0.130500,0.044446,0.317500
45128,30.0,30,20,2,29.54000,27.27000,28.12444,27.82936,0.078155,0.113500,0.035345,0.215000
45128,30.0,30,20,3,28.29000,27.30000,27.86583,27.81733,0.022421,0.049500,0.027079,0.040789
45128,30.0,30,10,1,29.50000,28.54000,28.85478,28.79837,0.067343,0.096000,0.028657,0.200000
45128,30.0,30,10,2,29.73000,28.54000,28.91000,28.79875,0.087563,0.119000,0.031438,0.280000
45128,30.0,30,10,3,29.02000,28.52000,28.79739,28.76830,0.023716,0.050000,0.026284,0.076667
45128,30.0,32,30,1,31.53000,27.62000,29.61417,28.76435,0.078025,0.130333,0.052309,0.629000
45128,30.0,32,30,2,30.64000,27.63000,29.18839,28.69447,0.056619,0.100333,0.043714,0.493333
45128,30.0,32,30,3,31.82000,27.70000,30.24804,28.89723,0.074912,0.137333,0.062421,0.654000
45128,30.0,32,20,1,31.50000,29.03000,30.17460,29.69896,0.078161,0.123500,0.045339,0.626000
45128,30.0,32,20,2,31.22000,28.98000,29.83833,29.59516,0.075163,0.112000,0.036837,0.588333
45128,30.0,32,20,3,31.23000,28.96000,29.99190,29.56068,0.072685,0.113500,0.040815,0.590000
45128,30.0,32,10,1,30.62000,30.14000,30.42826,30.40833,0.020170,0.048000,0.027830,0.490000
45128,30.0,32,10,2,31.39000,30.12000,30.53170,30.40733,0.092048,0.127000,0.034952,0.613571
45128,30.0,32,10,3,30.79000,30.08000,30.38733,30.35633,0.041817,0.071000,0.029183,0.518333
45128,30.0,35,30,1,30.26000,29.12000,30.21045,30.16090,0.002477,0.038000,0.035523,0.418000
45128,30.0,35,30,2,30.38000,29.29000,30.33833,30.29667,0.002083,0.036333,0.034250,0.443333
45128,30.0,35,30,3,30.50000,29.45000,30.45909,30.41818,0.002045,0.035000,0.032955,0.467143
45128,30.0,35,20,1,31.59000,30.94000,31.57148,31.55296,0.001389,0.032500,0.031111,0.635000
45128,30.0,35,20,2,31.56000,30.91000,31.53685,31.51370,0.001736,0.032500,0.030764,0.632000
45128,30.0,35,20,3,31.54000,30.90000,31.51706,31.49413,0.001720,0.032000,0.030280,0.630000
45128,30.0,35,10,1,32.50000,32.19000,32.49099,32.48198,0.001351,0.031000,0.029649,0.740556
45128,30.0,35,10,2,32.47000,32.16000,32.46107,32.45214,0.001339,0.031000,0.029661,0.736429
45128,30.0,35,10,3,32.44000,32.13000,32.43074,32.42148,0.001389,0.031000,0.029611,0.733000
45128,40.0,30,30,1,29.43000,26.30000,27.89277,27.19032,0.062949,0.104333,0.041385,0.180000
45128,40.0,30,30,2,29.17000,26.30000,27.77806,27.24581,0.055269,0.095667,0.040398,0.115000
45128,40.0,30,30,3,29.58000,26.34000,28.29774,27.39170,0.057843,0.108000,0.050157,0.227500
45128,40.0,30,20,1,28.70000,27.44000,28.01475,27.94918,0.035902,0.063000,0.027098,0.053077
45128,40.0,30,20,2,29.40000,27.46000,28.33468,27.98565,0.061992,0.097000,0.035008,0.172500
45128,40.0,30,20,3,28.33000,27.44000,27.95565,27.91714,0.019680,0.044500,0.024820,0.041842
45128,40.0,30,10,1,28.86000,28.42000,28.66906,28.64562,0.020266,0.044000,0.023734,0.060000
45128,40.0,30,10,2,28.70000,28.41000,28.63939,28.63000,0.006531,0.029000,0.022469,0.053077
45128,40.0,30,10,3,29.29000,28.41000,28.69872,28.63918,0.062105,0.088000,0.025895,0.148333
45128,40.0,32,30,1,31.83000,28.27000,30.57388,29.35717,0.062149,0.118667,0.056518,0.655000
45128,40.0,32,30,2,30.42000,28.23000,29.25115,29.10361,0.041421,0.073000,0.031579,0.451667
45128,40.0,32,30,3,31.01000,28.22000,29.64478,29.08213,0.054885,0.093000,0.038115,0.555000
45128,40.0,32,20,1,30.19000,29.25000,29.77583,29.72875,0.021885,0.047000,0.025115,0.402500
45128,40.0,32,20,2,31.24000,29.21000,30.12340,29.72404,0.065814,0.101500,0.035686,0.591429
45128,40.0,32,20,3,30.88000,29.18000,29.95258,29.66667,0.053519,0.085000,0.031481,0.533333
45128,40.0,32,10,1,30.90000,30.12000,30.39688,30.35781,0.052266,0.078000,0.025734,0.536667
45128,40.0,32,10,2,30.95000,30.10000,30.37583,30.32900,0.059758,0.085000,0.025242,0.545000
45128,40.0,32,10,3,30.59000,30.08000,30.32903,30.30484,0.027306,0.051000,0.023694,0.484000
45128,40.0,35,30,1,32.12000,31.27000,32.09273,32.06545,0.001364,0.028333,0.026970,0.695000
45128,40.0,35,30,2,32.14000,31.31000,32.11706,32.09413,0.001147,0.027667,0.026520,0.697500
45128,40.0,35,30,3,32.17000,31.35000,32.14768,32.12536,0.001116,0.027333,0.026217,0.701429
45128,40.0,35,20,1,32.98000,32.47000,32.97083,32.96165,0.000688,0.025500,0.024812,0.796250
45128,40.0,35,20,2,32.95000,32.44000,32.93624,32.92248,0.001032,0.025500,0.024468,0.792500
45128,40.0,35,20,3,32.91000,32.40000,32.89624,32.88248,0.001032,0.025500,0.024468,0.788000
45128,40.0,35,10,1,33.64000,33.39000,33.63541,33.63083,0.000688,0.025000,0.024312,0.873000
45128,40.0,35,10,2,33.61000,33.35000,33.60533,33.60065,0.000701,0.026000,0.025299,0.870000
45128,40.0,35,10,3,33.58000,33.32000,33.57550,33.57099,0.000676,0.026000,0.025324,0.866250
WR125080000296,10.0,30,30,1,28.67000,25.87000,27.03042,26.57467,0.062249,0.093333,0.031085,0.051923
WR125080000296,10.0,30,30,2,28.35000,25.93000,26.92723,26.73489,0.050631,0.080667,0.030035,0.042368
WR125080000296,10.0,30,30,3,30.05000,26.07000,28.65261,27.16064,0.071446,0.132667,0.061221,0.369000
WR125080000296,10.0,30,20,1,30.53000,27.59000,28.89702,28.11000,0.101324,0.147000,0.045676,0.472500
WR125080000296,10.0,30,20,2,30.31000,27.62000,28.69710,28.12404,0.094972,0.134500,0.039528,0.429000
WR125080000296,10.0,30,20,3,29.56000,27.66000,28.25261,28.10565,0.069044,0.095000,0.025956,0.220000
WR125080000296,10.0,30,10,1,29.49000,28.95000,29.24806,29.18136,0.027529,0.054000,0.026471,0.197500
WR125080000296,10.0,30,10,2,30.41000,28.94000,29.50375,29.18739,0.106443,0.147000,0.040557,0.450000
WR125080000296,10.0,30,10,3,29.39000,28.94000,29.21258,29.16224,0.020259,0.045000,0.024741,0.170000
WR125080000296,10.0,32,30,1,31.46000,26.80000,29.48750,28.00581,0.090445,0.155333,0.064888,0.622000
WR125080000296,10.0,32,30,2,30.98000,26.84000,29.16619,28.07095,0.078714,0.138000,0.059286,0.550000
WR125080000296,10.0,32,30,3,29.62000,26.91000,28.28129,27.85261,0.051768,0.090333,0.038565,0.240000
WR125080000296,10.0,32,20,1,30.66000,28.41000,29.30750,28.96556,0.076174,0.112500,0.036326,0.496667
WR125080000296,10.0,32,20,2,29.74000,28.41000,28.99478,28.91702,0.039205,0.066500,0.027295,0.282500
WR125080000296,10.0,32,20,3,30.56000,28.40000,29.09383,28.91548,0.077767,0.108000,0.030233,0.478333
WR125080000296,10.0,32,10,1,31.33000,29.77000,30.18750,30.04745,0.121253,0.156000,0.034747,0.605000
WR125080000296,10.0,32,10,2,30.19000,29.74000,30.01917,30.00872,0.017605,0.045000,0.027395,0.402500
WR125080000296,10.0,32,10,3,31.09000,29.72000,30.09083,29.98810,0.105054,0.137000,0.031946,0.567143
WR125080000296,10.0,35,30,1,30.08000,29.16000,30.04364,30.00727,0.001818,0.030667,0.028848,0.376000
WR125080000296,10.0,35,30,2,30.24000,29.24000,30.20330,30.16661,0.001835,0.033333,0.031498,0.414000
WR125080000296,10.0,35,30,3,30.39000,29.58000,30.36273,30.33545,0.001364,0.027000,0.025636,0.445000
WR125080000296,10.0,35,20,1,31.49000,30.93000,31.47113,31.45226,0.001415,0.028000,0.026585,0.625000
WR125080000296,10.0,35,20,2,31.48000,30.92000,31.46611,31.45222,0.001042,0.028000,0.026958,0.624000
WR125080000296,10.0,35,20,3,31.47000,30.91000,31.45611,31.44222,0.001042,0.028000,0.026958,0.623000
WR125080000296,10.0,35,10,1,32.50000,32.19000,32.49074,32.48148,0.001389,0.031000,0.029611,0.740556
WR125080000296,10.0,35,10,2,32.47000,32.16000,32.46099,32.45198,0.001351,0.031000,0.029649,0.736429
WR125080000296,10.0,35,10,3,32.44000,32.13000,32.43091,32.42182,0.001364,0.031000,0.029636,0.733000
WR125080000296,20.0,30,30,1,30.42000,26.85000,28.86696,27.64426,0.072146,0.119000,0.046854,0.451667
WR125080000296,20.0,30,30,2,29.39000,26.94000,27.86156,27.56274,0.055928,0.081667,0.025738,0.170000
WR125080000296,20.0,30,30,3,29.49000,27.02000,28.03426,27.64391,0.055031,0.082333,0.027303,0.197500
WR125080000296,20.0,30,20,1,29.07000,28.09000,28.53911,28.49739,0.027587,0.049000,0.021413,0.087000
WR125080000296,20.0,30,20,2,30.07000,28.10000,28.92484,28.53681,0.066959,0.098500,0.031541,0.373750
WR125080000296,20.0,30,20,3,29.70000,28.12000,28.66391,28.52810,0.055200,0.079000,0.023800,0.267500
WR125080000296,20.0,30,10,1,29.90000,29.14000,29.39565,29.35859,0.052288,0.076000,0.023712,0.330000
WR125080000296,20.0,30,10,2,30.14000,29.13000,29.41478,29.33851,0.076335,0.101000,0.024665,0.390000
WR125080000296,20.0,30,10,3,30.10000,29.11000,29.38478,29.30857,0.075332,0.099000,0.023668,0.380000
WR125080000296,20.0,32,30,1,31.57000,27.94000,30.12857,28.86576,0.069094,0.121000,0.051906,0.633000
WR125080000296,20.0,32,30,2,30.44000,27.94000,28.99391,28.61426,0.054530,0.083333,0.028803,0.455000
WR125080000296,20.0,32,30,3,31.06000,27.97000,29.60913,28.69935,0.063525,0.103000,0.039475,0.562857
WR125080000296,20.0,32,20,1,30.13000,28.96000,29.45239,29.38710,0.035513,0.058500,0.022987,0.388000
WR125080000296,20.0,32,20,2,30.52000,28.93000,29.48559,29.37542,0.054475,0.079500,0.025025,0.470000
WR125080000296,20.0,32,20,3,29.78000,28.93000,29.38660,29.34778,0.020641,0.042500,0.021859,0.293750
WR125080000296,20.0,32,10,1,30.46000,29.90000,30.14804,30.12000,0.032598,0.056000,0.023402,0.460000
WR125080000296,20.0,32,10,2,30.50000,29.88000,30.11870,30.08875,0.039628,0.062000,0.022372,0.467143
WR125080000296,20.0,32,10,3,30.97000,29.86000,30.28967,30.09021,0.078006,0.111000,0.032994,0.548333
WR125080000296,20.0,35,30,1,32.50000,31.83000,32.48214,32.46429,0.000893,0.022333,0.021440,0.740556
WR125080000296,20.0,35,30,2,32.45000,31.79000,32.43148,32.41296,0.000926,0.022000,0.021074,0.734000
WR125080000296,20.0,35,30,3,32.44000,31.77000,32.42148,32.40296,0.000926,0.022333,0.021407,0.733000
WR125080000296,20.0,35,20,1,33.14000,32.67000,33.13099,33.12198,0.000676,0.023500,0.022824,0.815000
WR125080000296,20.0,35,20,2,33.08000,32.61000,33.07074,33.06148,0.000694,0.023500,0.022806,0.808000
WR125080000296,20.0,35,20,3,33.03000,32.55000,33.01598,33.00196,0.001051,0.024000,0.022949,0.802500
WR125080000296,20.0,35,10,1,33.67000,33.43000,33.66537,33.66074,0.000694,0.024000,0.023306,0.876250
WR125080000296,20.0,35,10,2,33.63000,33.38000,33.62533,33.62065,0.000701,0.025000,0.024299,0.872000
WR125080000296,20.0,35,10,3,33.59000,33.34000,33.58541,33.58083,0.000688,0.025000,0.024312,0.867500
WR125080000296,30.0,30,30,1,30.12000,27.55000,28.90250,28.18239,0.052585,0.085667,0.033082,0.386000
WR125080000296,30.0,30,30,2,28.85000,27.59000,28.19696,28.12867,0.022906,0.042000,0.019094,0.059545
WR125080000296,30.0,30,30,3,29.10000,27.60000,28.24217,28.12708,0.030512,0.050000,0.019488,0.095000
WR125080000296,30.0,30,20,1,29.62000,28.44000,28.88652,28.80750,0.038649,0.059000,0.020351,0.240000
WR125080000296,30.0,30,20,2,29.09000,28.42000,28.79903,28.77484,0.015153,0.033500,0.018347,0.091667
WR125080000296,30.0,30,20,3,29.68000,28.41000,28.87312,28.76792,0.042974,0.063500,0.020526,0.260000
WR125080000296,30.0,30,10,1,29.51000,29.16000,29.35864,29.34000,0.016068,0.035000,0.018932,0.205000
WR125080000296,30.0,30,10,2,29.73000,29.14000,29.40742,29.32240,0.036509,0.059000,0.022491,0.280000
WR125080000296,30.0,30,10,3,29.90000,29.13000,29.43279,29.30400,0.053161,0.077000,0.023839,0.330000
WR125080000296,30.0,32,30,1,31.12000,29.21000,30.10620,29.88804,0.037429,0.063667,0.026237,0.571667
WR125080000296,30.0,32,30,2,31.15000,29.11000,30.12774,29.80516,0.039452,0.068000,0.028548,0.576667
WR125080000296,30.0,32,30,3,30.43000,29.05000,29.74426,29.65745,0.024305,0.046000,0.021695,0.453333
WR125080000296,30.0,32,20,1,31.28000,29.76000,30.41770,30.21279,0.048238,0.076000,0.027762,0.597143
WR125080000296,30.0,32,20,2,30.93000,29.69000,30.17375,30.07919,0.040176,0.062000,0.021824,0.541667
WR125080000296,30.0,32,20,3,30.25000,29.65000,30.03750,30.01000,0.011313,0.030000,0.018687,0.416000
WR125080000296,30.0,32,10,1,31.13000,30.35000,30.59787,30.54891,0.055661,0.078000,0.022339,0.573333
WR125080000296,30.0,32,10,2,31.10000,30.31000,30.56435,30.50790,0.056387,0.079000,0.022613,0.568571
WR125080000296,30.0,32,10,3,30.79000,30.29000,30.55562,30.48234,0.027102,0.050000,0.022898,0.518333
WR125080000296,30.0,35,30,1,32.41000,31.71000,32.39113,32.37226,0.000943,0.023333,0.022390,0.730000
WR125080000296,30.0,35,30,2,32.32000,31.64000,32.30624,32.29248,0.000688,0.022667,0.021979,0.720000
WR125080000296,30.0,35,30,3,32.26000,31.58000,32.24182,32.22364,0.000909,0.022667,0.021758,0.712500
WR125080000296,30.0,35,20,1,32.75000,32.29000,32.74074,32.73148,0.000694,0.023000,0.022306,0.769444
WR125080000296,30.0,35,20,2,32.68000,32.21000,32.67074,32.66148,0.000694,0.023500,0.022806,0.761250
WR125080000296,30.0,35,20,3,32.62000,32.15000,32.60624,32.59248,0.001032,0.023500,0.022468,0.754000
WR125080000296,30.0,35,10,1,33.11000,32.86000,33.10107,33.09214,0.001339,0.025000,0.023661,0.811250
WR125080000296,30.0,35,10,2,33.07000,32.82000,33.06099,33.05198,0.001351,0.025000,0.023649,0.807000
WR125080000296,30.0,35,10,3,33.03000,32.78000,33.02083,33.01165,0.001376,0.025000,0.023624,0.802500
WR125080000296,40.0,30,30,1,29.47000,28.02000,28.74869,28.51370,0.027960,0.048333,0.020373,0.191667
WR125080000296,40.0,30,30,2,29.42000,27.98000,28.64787,28.46609,0.028767,0.048000,0.019233,0.177500
WR125080000296,40.0,30,30,3,29.34000,27.95000,28.65967,28.45065,0.026161,0.046333,0.020172,0.159000
WR125080000296,40.0,30,20,1,29.76000,28.51000,29.13705,28.88061,0.037558,0.062500,0.024942,0.288333
WR125080000296,40.0,30,20,2,29.58000,28.48000,29.00742,28.82870,0.033097,0.055000,0.021903,0.227500
WR125080000296,40.0,30,20,3,29.37000,28.45000,28.85239,28.78816,0.027486,0.046000,0.018514,0.165000
WR125080000296,40.0,30,10,1,29.53000,28.98000,29.23968,29.16156,0.032938,0.055000,0.022062,0.210000
WR125080000296,40.0,30,10,2,29.51000,28.96000,29.15810,29.13429,0.036381,0.055000,0.018619,0.205000
WR125080000296,40.0,30,10,3,29.47000,28.94000,29.13902,29.11443,0.034328,0.053000,0.018672,0.191667
WR125080000296,40.0,32,30,1,31.43000,29.90000,30.66826,30.49708,0.028244,0.051000,0.022756,0.618750
WR125080000296,40.0,32,30,2,31.46000,29.79000,30.66915,30.40319,0.030794,0.055667,0.024872,0.622000
WR125080000296,40.0,32,30,3,31.61000,29.71000,30.81870,30.34375,0.034293,0.063333,0.029041,0.636429
WR125080000296,40.0,32,20,1,31.43000,30.26000,30.79000,30.67745,0.034814,0.058500,0.023686,0.618750
WR125080000296,40.0,32,20,2,31.39000,30.19000,30.73435,30.60750,0.035954,0.060000,0.024046,0.613571
WR125080000296,40.0,32,20,3,31.06000,30.14000,30.66317,30.53533,0.023037,0.046000,0.022963,0.562857
WR125080000296,40.0,32,10,1,31.12000,30.69000,30.90872,30.89000,0.022064,0.043000,0.020936,0.571667
WR125080000296,40.0,32,10,2,31.37000,30.66000,30.98475,30.87457,0.044034,0.071000,0.026966,0.610714
WR125080000296,40.0,32,10,3,31.18000,30.62000,30.84733,30.81852,0.034707,0.056000,0.021293,0.581667
WR125080000296,40.0,35,30,1,33.42000,32.85000,33.40624,33.39248,0.000688,0.019000,0.018312,0.847222
WR125080000296,40.0,35,30,2,33.31000,32.74000,33.29624,33.28248,0.000688,0.019000,0.018312,0.835000
WR125080000296,40.0,35,30,3,33.22000,32.64000,33.20598,33.19196,0.000701,0.019333,0.018632,0.824000
WR125080000296,40.0,35,20,1,33.58000,33.16000,33.56649,33.55297,0.001014,0.021000,0.019986,0.866250
WR125080000296,40.0,35,20,2,33.49000,33.09000,33.48099,33.47198,0.000676,0.020000,0.019324,0.855000
WR125080000296,40.0,35,20,3,33.42000,33.01000,33.41083,33.40165,0.000688,0.020500,0.019812,0.847222
WR125080000296,40.0,35,10,1,33.77000,33.56000,33.76545,33.76091,0.000682,0.021000,0.020318,0.888750
WR125080000296,40.0,35,10,2,33.73000,33.52000,33.72554,33.72107,0.000670,0.021000,0.020330,0.883750
WR125080000296,40.0,35,10,3,33.69000,33.48000,33.68545,33.68091,0.000682,0.021000,0.020318,0.878750
